prediction	error	relative_error	error_decile	abs_error_decile
426.3218181818181	10.708181818181856	0.024502166483266266	6	2
544.6381250000001	-17.7181250000001	-0.0336258350413727	3	3
1731.8757142857144	-3.0857142857144026	-0.0017848982731936225	4	0
975.1450000000001	-13.775000000000091	-0.014328510355014293	3	2
205.05777777777774	-12.987777777777751	-0.06762002279261597	3	2
84.26650000000001	24.573499999999996	0.22577636898199188	7	4
629.5631818181818	0.6868181818182393	0.0010897551476687652	5	0
205.05777777777774	-2.667777777777758	-0.013181371499470122	4	0
2370.7740000000003	-36.72400000000016	-0.01573402454960269	1	7
900.9533333333334	29.206666666666592	0.03139961583670185	8	5
356.2826315789473	-17.00263157894733	-0.05011386341354436	3	3
1635.9971428571428	-3.3971428571428532	-0.0020808176265728613	4	0
356.2826315789473	29.54736842105268	0.07658131410479403	8	5
694.8756249999999	-7.19562499999995	-0.010463624069334503	4	1
1908.5260000000003	14.473999999999705	0.007526781071242696	6	2
1154.6525	-3.4624999999998636	-0.0030077571903854823	4	0
832.0355555555556	7.044444444444366	0.00839543839019446	6	1
766.8962499999999	-1.0162499999999	-0.0013269049981719067	5	0
2370.7740000000003	40.88599999999951	0.01695346773591614	9	8
205.05777777777774	4.3422222222222615	0.020736495808129234	5	0
1410.6862500000002	40.54374999999982	0.027937508182713847	9	8
426.3218181818181	-6.64181818181811	-0.015825910650538767	4	1
1635.9971428571428	-53.55714285714271	-0.0338446594228803	0	9
1514.276	-42.18599999999992	-0.028657215251784822	0	8
1514.276	3.563999999999851	0.0023480735782426677	5	0
766.8962499999999	22.893750000000068	0.028987135820914507	7	4
205.05777777777774	5.662222222222255	0.026870834387918825	5	1
483.9841176470588	23.485882352941246	0.04628033647888791	7	4
426.3218181818181	-2.7318181818180847	-0.006449203668212385	4	0
84.26650000000001	-5.366500000000002	-0.06801647655259825	4	1
766.8962499999999	15.423750000000041	0.01971539779118525	6	3
84.26650000000001	-26.066500000000005	-0.4478780068728523	2	5
832.0355555555556	8.79444444444448	0.010459241992370015	6	1
84.26650000000001	-2.106500000000011	-0.025638997078870632	5	0
263.5505882352941	30.409411764705908	0.10344744783203806	8	6
1081.1014285714284	27.628571428571604	0.02491911595119786	8	5
483.9841176470588	5.115882352941242	0.010459788086160788	5	1
1410.6862500000002	-19.956250000000182	-0.014349478331523863	3	4
426.3218181818181	-2.0618181818181256	-0.0048597986654837265	5	0
426.3218181818181	24.448181818181865	0.05423648827158388	7	4
149.785	12.194999999999993	0.07528707247808368	6	2
1081.1014285714284	5.768571428571477	0.005307508191937837	5	1
426.3218181818181	13.238181818181886	0.030116893753257542	6	2
2623.2099999999996	-14.049999999999727	-0.00538487482561427	3	2
84.26650000000001	8.713499999999996	0.09371370187137014	6	1
356.2826315789473	-12.00263157894733	-0.034862994013440604	3	2
483.9841176470588	7.945882352941226	0.016152465499036907	6	1
1154.6525	11.897500000000036	0.01019887703056023	6	2
766.8962499999999	22.103750000000105	0.028014892268694684	7	4
263.5505882352941	-0.940588235294058	-0.0035816923776476827	5	0
84.26650000000001	9.623499999999993	0.1024976035786558	6	1
263.5505882352941	7.389411764705926	0.02727324043960259	6	1
1635.9971428571428	-32.4571428571428	-0.020240931225378102	1	6
2195.2316666666666	75.36833333333334	0.033193135441439856	9	8
356.2826315789473	14.06736842105272	0.03798398385595442	6	2
205.05777777777774	9.942222222222256	0.0462428940568477	6	2
356.2826315789473	22.437368421052724	0.05924526938385277	7	4
426.3218181818181	11.418181818181893	0.02608439214643828	6	2
900.9533333333334	-30.423333333333403	-0.0349480584624693	2	6
544.6381250000001	-5.5281250000000455	-0.010254168908015147	4	1
975.1450000000001	5.244999999999891	0.005349911769805782	5	1
149.785	-2.0749999999999886	-0.014047796357727902	5	0
263.5505882352941	-23.02058823529407	-0.09570776300375866	2	4
832.0355555555556	7.804444444444471	0.009292775343451694	6	1
1154.6525	-1.1124999999999545	-0.0009644225601192456	5	0
900.9533333333334	-6.423333333333403	-0.007180679612012345	4	1
629.5631818181818	5.646818181818276	0.008889687161439957	5	1
1325.353	-37.483000000000175	-0.029104645655229314	1	7
694.8756249999999	-24.915624999999864	-0.03718972028180766	2	5
426.3218181818181	-31.611818181818137	-0.08008871876014831	1	6
1908.5260000000003	-22.906000000000404	-0.012147728598551354	2	4
1410.6862500000002	-10.106250000000273	-0.007215760613460333	4	2
1908.5260000000003	32.733999999999696	0.016862244109495737	8	6
2053.5339999999997	34.94600000000037	0.01673274343062915	8	7
263.5505882352941	-13.410588235294085	-0.05361233003635599	3	2
426.3218181818181	19.198181818181865	0.04309162735271563	7	3
205.05777777777774	23.30222222222227	0.10204161071213115	7	4
629.5631818181818	29.386818181818285	0.04459643096110218	8	5
1731.8757142857144	-9.495714285714257	-0.005513135478648299	4	1
483.9841176470588	-22.23411764705878	-0.04815185196980786	2	4
3215.4900000000002	0.0	0.0	5	0
1820.6083333333336	29.161666666666406	0.01576502303890019	8	5
205.05777777777774	-11.227777777777732	-0.05792590299632529	4	2
975.1450000000001	-16.855000000000132	-0.01758862139853294	3	3
1208.887142857143	1.9528571428570558	0.0016128118850195364	5	0
1081.1014285714284	25.268571428571477	0.02283916901992234	7	5
629.5631818181818	-33.14318181818169	-0.05557020525499092	1	6
356.2826315789473	0.28736842105269034	0.000805924281495051	5	0
263.5505882352941	-3.8305882352940444	-0.014748915121261528	4	0
426.3218181818181	21.58818181818185	0.04819758839539607	7	4
1154.6525	-4.052500000000009	-0.0035220754389014507	4	0
84.26650000000001	-6.846500000000006	-0.08843322138982183	4	1
629.5631818181818	21.59681818181832	0.033166684350725346	7	4
832.0355555555556	-28.565555555555534	-0.035552734458729675	2	5
426.3218181818181	-18.66181818181809	-0.0457778986945447	3	3
1820.6083333333336	-38.41833333333352	-0.021556811189229835	1	7
483.9841176470588	-14.984117647058781	-0.031949078138718084	3	3
694.8756249999999	-7.525624999999991	-0.010948752455081097	4	1
2370.7740000000003	-33.28400000000056	-0.014239205301413295	1	6
975.1450000000001	-22.425000000000068	-0.023537870518095628	2	4
1081.1014285714284	-49.45142857142832	-0.0479343077317194	0	9
975.1450000000001	-21.035000000000082	-0.022046724172265338	3	4
84.26650000000001	24.383499999999998	0.22442245743212147	7	4
1514.276	48.03399999999988	0.030745498652636084	9	8
426.3218181818181	-19.871818181818128	-0.048891175253581325	3	4
205.05777777777774	-1.787777777777734	-0.008795089180782869	5	0
356.2826315789473	-16.4126315789473	-0.04829090999190072	3	3
1820.6083333333336	25.75166666666655	0.013947262000187694	8	5
2370.7740000000003	47.585999999999785	0.01967697117054524	9	8
544.6381250000001	-13.318125000000009	-0.0250661089362343	3	2
694.8756249999999	22.464375000000132	0.03131621685672085	7	4
426.3218181818181	-26.721818181818094	-0.06687141687141665	2	5
